GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote
51121203,9,B-3 Voting District,Montgomery,3281,2904,168,94,54,8,53,1406,611,783
51121304,9,C-4 Voting District,Montgomery,3756,3351,207,65,49,7,77,1560,652,895
511214032,9,D-3 Part 2 Voting District,Montgomery,3,3,0,0,0,0,0,0,0,0
51121401,9,D-1 Voting District,Montgomery,2082,1934,78,31,17,3,19,1143,459,665
51121101,9,A-1 Voting District,Montgomery,2437,2282,23,23,66,3,40,1548,802,737
51121402,9,D-2 Voting District,Montgomery,2927,2805,38,39,5,3,37,1533,528,991
51121702,9,G-2 Voting District,Montgomery,8132,6621,281,243,773,10,204,2639,1686,929
51121404,9,D-4 Voting District,Montgomery,1562,1539,5,12,1,0,5,784,271,507
51121502,9,E-2 Voting District,Montgomery,1347,1263,52,13,3,7,9,700,290,402
51121301,9,C-1 Voting District,Montgomery,4523,4229,105,131,10,9,39,1710,666,1022
51121303,9,C-3 Voting District,Montgomery,1400,1359,4,15,6,1,15,665,243,411
51121102,9,A-2 Voting District,Montgomery,5948,4948,193,185,470,9,143,2597,1705,860
511214031,9,D-3 Part 1 Voting District,Montgomery,3590,3450,35,61,15,1,28,1368,522,824
51121204,9,B-4 Voting District,Montgomery,4297,3752,258,69,124,3,91,2312,1027,1261
51121103,9,A-3 Voting District,Montgomery,4609,3646,313,205,311,15,119,2256,1548,679
51125101,5,Rockfish Voting District,Nelson,2962,2595,218,87,10,13,39,1664,950,706
51125401,5,Roseland Voting District,Nelson,2560,1946,406,153,6,7,42,1263,579,671
51125402,6,Montebello Voting District,Nelson,244,240,0,3,0,0,1,128,46,79
51125201,5,Lovingston Voting District,Nelson,1458,1181,166,54,20,5,32,792,405,377
51125301,5,Shipman Voting District,Nelson,2795,1989,685,57,12,6,46,1345,758,572
51125202,5,Schuyler Voting District,Nelson,1361,1180,115,30,5,1,30,642,360,270
51125302,5,Gladstone Voting District,Nelson,489,356,115,6,2,4,6,249,149,100
51125502,5,Nellysford Voting District,Nelson,2010,1777,159,39,12,1,22,1396,788,604
51125501,5,Faber Voting District,Nelson,1141,1019,77,30,3,6,6,635,356,268
51127202,7,Kentwood Voting District,New Kent,1548,1345,118,25,15,19,26,916,272,640
51127403,7,Airport Voting District,New Kent,1453,1276,81,27,9,21,39,711,218,488
51127103,7,Southern Branch Voting District,New Kent,2428,2100,183,48,10,26,61,1331,423,902
51127201,7,Quinton Voting District,New Kent,1843,1584,179,30,21,5,24,1132,403,717
51127402,1,Chickahominy River Voting District,New Kent,1468,1295,83,21,11,11,47,892,273,605
51127501,1,Eltham Voting District,New Kent,1672,1281,247,81,15,6,42,888,347,518
51127102,7,Tunstall Voting District,New Kent,1043,883,110,13,7,14,16,569,161,398
51127301,7,Watkins Voting District,New Kent,1790,1169,535,30,19,6,31,976,480,489
51127503,1,Providence Forge Voting District,New Kent,3479,2867,327,77,43,70,95,1871,609,1248
51127302,1,Cumberland Voting District,New Kent,1705,1004,611,38,11,7,34,691,307,380
51131301,2,Precinct 3-1,Northampton,1814,800,818,161,6,7,22,939,631,296
51131501,2,Precinct 5-1,Northampton,2137,1326,652,103,19,5,32,1171,599,557
51131401,2,Precinct 4-1,Northampton,2350,1427,637,228,24,3,31,1118,557,552
51131601,2,Precinct 6-1,Northampton,2105,982,945,128,14,2,34,1138,729,398
51131101,2,Precinct 1-1,Northampton,2067,964,934,128,14,3,24,1115,738,371
51131201,2,Precinct 2-1,Northampton,1916,1256,505,126,6,6,17,1095,546,539
51133201,1,Voting District 2a,Northumberland,2449,1819,526,62,3,2,37,1350,561,780
51133302,1,Voting District 3b,Northumberland,866,281,562,9,0,1,13,473,379,91
51133501,1,Voting District 5a,Northumberland,2203,1837,283,54,13,6,10,1553,539,1009
51133401,1,Voting District 4a,Northumberland,2636,2283,292,29,8,2,22,1865,655,1203
51133301,1,Voting District 3a,Northumberland,1547,642,845,30,8,5,17,863,623,233
51133101,1,Voting District 1a,Northumberland,2629,1776,598,198,6,4,47,1290,555,725
51135101,4,Precinct 1-1,Nottoway,2983,1433,1421,88,14,2,25,854,401,443
51135402,4,Precinct 4-2,Nottoway,1329,868,394,47,3,10,7,696,284,406
51135201,4,Precinct 2-1,Nottoway,2464,1570,697,156,0,9,32,1099,470,615
51135401,4,Precinct 4-1,Nottoway,1660,475,1029,119,16,4,17,708,546,158
51135501,4,Precinct 5-1,Nottoway,3099,1780,1114,142,13,5,45,1425,633,772
51135302,4,Precinct 3-2,Nottoway,775,487,270,6,1,0,11,412,191,219
51135202,4,Precinct 2-2,Nottoway,814,641,145,10,0,8,10,439,130,306
51135301,4,Precinct 3-1,Nottoway,1617,760,817,17,3,3,17,770,517,248
51135102,4,Precinct 1-2,Nottoway,1112,785,292,24,3,1,7,582,241,332
51137202,7,Voting District Two East,Orange,2730,2109,471,78,5,8,59,1194,630,557
51137501,7,Voting District Five North,Orange,2883,2494,144,108,30,11,96,2695,1090,1578
51137402,7,Voting District Four East,Orange,6088,4756,784,274,86,16,172,2373,1027,1318
51137502,7,Voting District Five South,Orange,4556,4008,228,153,59,11,97,1654,715,926
51137101,7,Voting District One West,Orange,3611,3047,385,102,18,3,56,1774,775,976
51137102,7,Voting District One East,Orange,1496,1042,347,64,7,0,36,702,434,262
51137201,7,Voting District Two West,Orange,2723,2214,355,82,8,9,55,1294,543,737
51137401,7,Voting District Four West,Orange,3294,2864,264,87,7,7,65,1641,591,1030
51137301,7,Voting District Three,Orange,6100,4499,1228,191,35,15,132,2452,1302,1122
51139401,6,Newport Voting District,Page,4923,4725,71,68,13,5,41,1963,780,1168
51139101,6,West Luray Voting District,Page,4788,4363,253,66,22,15,69,2146,986,1140
51139501,6,Shenandoah Voting District,Page,4822,4634,56,61,18,7,46,2006,713,1278
51139201,6,East Luray Voting District,Page,4555,4322,60,110,16,4,43,2243,916,1295
51139301,6,Marksville Voting District,Page,4954,4827,16,68,9,6,28,2014,840,1160
51141203,9,Russell Creek Voting District,Patrick,1185,1015,126,18,1,6,19,585,220,353
51141201,9,Dry Pond Voting District,Patrick,690,652,19,11,0,1,7,299,98,196
51141101,9,Ararat Voting District,Patrick,1264,1137,64,42,2,4,15,570,213,347
51141102,9,Claudville Voting District,Patrick,1152,1081,35,20,4,0,12,496,148,337
51141502,9,Elamsville Voting District,Patrick,1386,1309,45,18,1,1,12,599,197,392
51141103,9,Willis Gap Voting District,Patrick,1412,1255,68,70,1,1,17,521,178,338
51141301,9,Critz/Stella Voting District,Patrick,2363,1990,315,24,6,8,20,1133,427,695
51141401,9,Meadows Of Dan Voting District,Patrick,1366,1314,8,30,1,4,9,728,279,443
51141302,9,Liberty Voting District,Patrick,1624,1545,23,34,3,0,19,680,167,495
51141202,9,Patrick Springs Voting District,Patrick,1695,1478,161,38,0,1,17,926,310,607
51141503,9,Woolwine Voting District,Patrick,1386,1257,39,54,9,8,19,731,220,479
51141501,9,Stuart Community Voting District,Patrick,787,688,53,30,0,4,12,390,141,241
51141402,9,Stuart Administration Voting District,Patrick,2180,1959,129,55,14,12,11,860,281,568
51143103,5,Twin Springs Voting District,Pittsylvania,4175,3728,287,59,51,3,47,2376,480,1872
51143503,5,Renan Voting District,Pittsylvania,1759,1346,373,19,1,1,19,795,290,498
51143108,5,West Blairs Voting District,Pittsylvania,1132,883,210,30,3,0,6,574,213,358
51143607,5,Dry Fork Voting District,Pittsylvania,948,762,124,54,0,2,6,466,117,347
51143308,5,Mt. Airy Voting District,Pittsylvania,862,399,439,13,1,1,9,407,279,127
51143201,5,Callands Voting District,Pittsylvania,1860,1480,312,36,1,13,18,904,291,606
51143705,5,Mt. Cross Voting District,Pittsylvania,2051,1789,169,59,12,4,18,1031,272,750
51143702,5,Bachelors Hall Voting District,Pittsylvania,2222,1951,219,31,6,0,15,1259,264,986
51143301,5,Central Voting District,Pittsylvania,2290,843,1323,70,8,2,44,810,564,240
51143703,5,Ferry Road Voting District,Pittsylvania,614,461,143,5,4,1,0,328,125,199
51143606,5,Brosville Voting District,Pittsylvania,2019,1234,697,53,3,6,26,1060,591,465
51143501,5,Hurt Voting District,Pittsylvania,3435,2584,772,28,9,11,31,1570,636,922
51143405,5,Ringgold Voting District,Pittsylvania,3933,3018,808,46,14,7,40,1884,709,1161
51143402,5,Keeling Voting District,Pittsylvania,2083,1734,298,22,6,4,19,906,284,614
51143502,5,Motley Sycamore Voting District,Pittsylvania,3669,2895,690,37,5,3,39,1590,642,933
51143605,5,Whitmell Voting District,Pittsylvania,1899,1437,416,26,3,2,15,988,400,579
51143604,5,Swansonville Voting District,Pittsylvania,2210,1528,579,56,2,7,38,949,407,531
51143105,5,Chatham Voting District,Pittsylvania,1963,1592,297,54,2,1,17,896,280,604
51143106,5,Tunstall Voting District,Pittsylvania,1955,1685,204,33,7,4,22,954,274,667
51143305,5,Riceville Voting District,Pittsylvania,1609,801,728,62,2,7,9,806,487,316
51143704,5,Mt. Hermon Voting District,Pittsylvania,4136,3179,697,177,26,10,47,2004,594,1397
51143309,5,East Gretna Voting District,Pittsylvania,1400,773,596,13,4,2,12,621,364,246
51143404,5,Kentuck Voting District,Pittsylvania,3478,2722,656,43,3,10,44,1769,535,1217
51143207,5,Gretna Voting District,Pittsylvania,3796,2972,734,50,6,10,24,1678,562,1098
51143602,5,Bearskin Voting District,Pittsylvania,514,363,139,11,0,0,1,272,133,139
51143206,5,Climax Voting District,Pittsylvania,1456,1179,236,22,2,2,15,634,170,460
51143603,5,Stony Mill Voting District,Pittsylvania,2499,1974,338,159,5,1,22,1156,386,758
51143204,5,Sandy Level Voting District,Pittsylvania,1402,1179,176,24,5,5,13,647,239,401
51143307,5,East Blairs Voting District,Pittsylvania,2137,759,1303,40,2,5,28,1070,827,239
51145502,4,Pineville Voting District,Powhatan,2059,1053,946,39,6,4,11,584,281,300
51145102,4,Manakin Voting District,Powhatan,1310,1210,63,27,4,2,4,1002,243,753
51145401,4,Powhatan Courthouse Voting District,Powhatan,3724,3388,200,55,21,6,54,2056,487,1557
51145301,4,Bethesda Voting District,Powhatan,3390,2988,271,52,29,8,42,1776,503,1254
51145302,4,Lee's Landing Voting District,Powhatan,3173,2116,964,55,8,7,23,1042,295,739
51145101,4,Subletts Voting District,Powhatan,2720,2495,119,50,18,11,27,1751,446,1290
51145402,4,Ballsville Voting District,Powhatan,2705,2353,261,39,5,4,43,1335,392,936
51145501,4,Smith Cross Roads Voting District,Powhatan,2300,1545,647,41,11,20,36,1216,592,614
51145103,4,Flat Rock Voting District,Powhatan,1140,1078,19,27,5,5,6,675,173,491
51145202,4,Graceland Voting District,Powhatan,3024,2687,197,78,16,4,42,1651,507,1129
51145201,4,Powhatan Station Voting District,Powhatan,2501,2318,111,39,18,4,11,1347,318,1025
51147101,5,Farmville Voting District,Prince Edward,4502,3309,856,141,112,12,72,1202,649,541
51147301,5,Leigh Voting District,Prince Edward,1899,1004,822,29,8,8,28,879,536,336
51147601,5,Prospect Voting District,Prince Edward,2673,1166,1414,53,7,3,30,1311,797,492
51147801,5,Center Voting District,Prince Edward,1622,762,778,41,1,7,33,768,570,191
51147302,5,Mt. Pleasant Voting District,Prince Edward,1034,458,523,28,0,2,23,468,296,167
51147201,5,Lockett Voting District,Prince Edward,2748,1576,1052,37,19,14,50,1369,735,626
51147401,5,Hampden Voting District,Prince Edward,3031,2187,697,92,19,5,31,1073,520,540
51147701,5,West End Voting District,Prince Edward,3137,2286,724,59,49,6,13,1009,451,547
51147502,5,Buffalo Heights Voting District,Prince Edward,1317,892,369,15,1,0,40,610,240,358
51147501,5,Darlington Heights Voting District,Prince Edward,1405,904,433,30,2,3,33,693,307,376
51149103,4,Union Branch Voting District,Prince George,3011,1867,908,123,51,4,58,1677,809,857
51149104,3,Rives Voting District,Prince George,3780,1637,1474,418,93,13,145,1467,897,561
51149205,3,Jefferson Park Voting District,Prince George,8964,3174,4406,855,181,81,267,1726,1240,475
51149202,3,Blackwater Voting District,Prince George,3137,2330,629,77,19,20,62,1794,636,1139
51149101,4,Richard Bland Voting District,Prince George,1658,1296,276,25,30,2,29,1047,366,672
51149102,4,Templeton Voting District,Prince George,4623,3556,844,94,20,16,93,2558,855,1687
51149204,3,Courts Bldg Voting District,Prince George,3810,1894,1422,233,128,17,116,1952,1025,915
51149203,3,Brandon Voting District,Prince George,1103,845,232,12,2,1,11,691,259,432
51149201,3,Bland Voting District,Prince George,4544,3357,790,198,87,20,92,2418,857,1549
51149105,4,Harrison Voting District,Prince George,1095,866,169,23,9,10,18,660,186,465
51153503,11,Old Bridge Voting District,Prince William,4212,2536,457,856,241,9,113,2220,1055,1152
51153409,1,Sudley North Voting District,Prince William,6096,1863,1085,2385,554,9,200,1690,1189,483
51153308,11,Montclair Voting District,Prince William,5312,3301,893,522,338,26,232,2685,1420,1253
51153209,1,Woodbine Voting District,Prince William,3141,2578,195,199,73,6,90,1786,812,959
51153508,11,Springwoods Voting District,Prince William,3161,1482,861,418,232,9,159,1486,979,498
51153211,1,Powell Voting District,Prince William,1363,814,232,156,107,0,54,698,373,321
51153208,11,Westridge Voting District,Prince William,6366,3537,1429,713,366,12,309,3251,1874,1354
51153504,11,Rockledge Voting District,Prince William,4987,3274,719,584,221,9,180,2283,1221,1038
51153605,11,Minnieville Voting District,Prince William,5275,1984,969,1806,321,11,184,1965,1231,717
51153107,1,Marsteller Voting District,Prince William,6443,4133,707,646,705,5,247,2874,1488,1370
51153305,1,Pattie Voting District,Prince William,4158,2733,669,380,209,9,158,2208,1169,1025
51153306,11,Washington-Reid Voting District,Prince William,3600,2287,656,302,222,17,116,1952,1011,922
51153502,11,Occoquan Voting District,Prince William,7882,3252,1940,1675,681,35,299,3322,2299,997
51153207,11,Lodge Voting District,Prince William,6036,2425,1438,1459,425,25,264,2621,1621,990
51153206,11,King Voting District,Prince William,5308,1891,1603,1013,556,31,214,2103,1437,661
51153111,1,Bristow Run Voting District,Prince William,6195,4034,587,748,537,24,265,2471,1259,1206
51153507,11,Chinn Voting District,Prince William,4037,1996,996,496,375,2,172,1895,1096,785
51153604,11,Civic Center Voting District,Prince William,5022,1550,1393,1364,461,29,225,1812,1268,523
51153310,1,Forest Park Voting District,Prince William,3702,1520,1344,370,288,10,170,1597,1033,555
51153307,11,Henderson Voting District,Prince William,6500,3911,1244,735,328,30,252,3304,1735,1553
51153505,11,Mohican Voting District,Prince William,4170,1983,925,827,261,11,163,2066,1303,750
51153113,1,Limestone Voting District,Prince William,4496,2691,505,561,559,6,174,1896,923,965
51153301,11,Dumfries Voting District,Prince William,4961,1517,1686,1328,207,27,196,1712,1250,452
51153105,11,Parkside Voting District,Prince William,9005,3824,912,3161,784,15,309,2845,1649,1173
51153106,1,Ellis Voting District,Prince William,3279,1304,551,1086,188,16,134,967,584,366
51153601,11,Dale Voting District,Prince William,5177,1340,1657,1596,376,13,195,1718,1346,351
51153204,11,McCoart Voting District,Prince William,5256,3686,674,369,331,7,189,2743,1379,1358
51153706,11,Rippon Voting District,Prince William,9034,3155,3239,1300,862,20,458,3205,2248,934
51153501,11,Lake Ridge Voting District,Prince William,5623,3640,786,712,272,12,201,3177,1796,1358
51153702,11,Library Voting District,Prince William,8073,2296,1603,3386,498,22,268,2096,1483,604
51153309,1,Ashland Voting District,Prince William,3000,1968,572,255,106,7,92,1519,784,732
51153114,11,Signal Hill Voting District,Prince William,4172,3133,217,407,288,13,114,2206,943,1247
511530,1,xx Voting District,Prince William,848,297,375,159,6,1,10,0,0,0
51153410,10,Mountain View Voting District,Prince William,6860,4545,698,530,830,11,246,2692,1132,1555
51153101,1,Brentsville Voting District,Prince William,2637,2302,56,153,66,3,57,1401,436,954
51153108,1,Victory Voting District,Prince William,11097,5548,1626,2029,1408,17,469,3970,2126,1816
51153609,11,Freedom Voting District,Prince William,4335,770,2046,964,364,9,182,1295,1058,221
51153202,1,Marshall Voting District,Prince William,4581,3239,411,592,146,23,170,2315,1051,1238
51153701,11,Belmont Voting District,Prince William,6179,2320,1080,2191,376,8,204,2104,1256,833
51153205,11,Beville Voting District,Prince William,4499,1405,1261,1114,547,9,163,1732,1205,510
51153708,11,River Oaks Voting District,Prince William,6681,1341,3392,1194,479,12,263,2093,1739,345
51153411,1,Mullen Voting District,Prince William,8173,2741,1713,2916,479,18,306,2536,1786,731
51153705,11,Potomac View Voting District,Prince William,4314,1372,548,1963,307,7,117,1334,779,541
51153201,11,Saunders Voting District,Prince William,7424,2952,1949,1538,584,13,388,3429,2217,1184
51153405,1,Stonewall Voting District,Prince William,6613,3174,471,2495,275,14,184,2241,1196,1015
51153602,11,Neabsco Voting District,Prince William,4074,1442,1285,855,332,1,159,1628,1087,534
51153110,10,Buckland Mills Voting District,Prince William,7048,4049,845,747,1096,15,296,2642,1369,1259
51153402,10,Battlefield Voting District,Prince William,5679,4604,211,409,312,8,135,2850,1037,1797
51153603,11,Godwin Voting District,Prince William,8159,2303,2886,2071,557,10,332,2851,2136,702
51153406,10,Alvey Voting District,Prince William,7157,5214,496,411,833,12,191,3245,1390,1837
51153403,10,Bull Run Voting District,Prince William,3460,3090,112,59,179,9,11,2221,942,1272
51153210,11,Penn Voting District,Prince William,3143,2427,305,139,156,4,112,1776,763,1001
51153607,11,Kerrydale Voting District,Prince William,5995,1995,1641,1704,431,14,210,2228,1579,641
51153704,11,Featherstone Voting District,Prince William,8682,2876,2018,2482,904,27,375,3035,2066,937
51153109,1,Park Voting District,Prince William,2687,2257,89,200,55,10,76,1574,579,971
51153103,1,Buckhall Voting District,Prince William,3569,2503,353,333,256,7,117,1661,740,906
51153304,1,Quantico Voting District,Prince William,5963,3574,1055,853,227,6,248,953,509,433
51153408,1,Glenkirk Voting District,Prince William,3652,2325,304,316,593,8,106,1691,766,913
51153112,1,Cedar Point Voting District,Prince William,6545,4356,630,692,555,12,300,2801,1351,1424
51153203,1,Benton Voting District,Prince William,4653,3610,368,382,162,9,122,2634,1012,1601
51153404,1,Sinclair Voting District,Prince William,6718,2716,1181,1994,503,24,300,2275,1487,770
51153506,11,Bethel Voting District,Prince William,6169,2681,1150,1456,615,8,259,2632,1505,1109
51153608,11,Enterprise Voting District,Prince William,6206,2291,1671,1607,420,22,195,2555,1741,793
51153311,11,Swans Creek Voting District,Prince William,5108,1466,2101,748,519,14,260,2378,1773,597
51153401,10,Evergreen Voting District,Prince William,3492,3044,111,194,69,4,70,2020,794,1204
51153606,11,Bel Air Voting District,Prince William,4854,1651,893,1831,277,11,191,1874,1204,653
51153303,11,Graham Park Voting District,Prince William,7157,2478,2511,1398,393,18,359,2428,1723,685
51153407,1,Westgate Voting District,Prince William,7308,2242,1126,3383,372,23,162,1713,1141,548
51153102,1,Bennett Voting District,Prince William,7036,5100,580,704,414,32,206,3445,1592,1827
51153703,11,Lynn Voting District,Prince William,6630,1271,2042,2711,358,9,239,1559,1248,306
51153302,11,Potomac Voting District,Prince William,4475,1066,2134,714,351,6,204,1602,1331,267
51153412,10,Pace West Voting District,Prince William,7934,4613,993,921,1027,16,364,2939,1595,1326
51153104,1,Nokesville Voting District,Prince William,4484,3311,380,410,240,11,132,2025,735,1276
51153707,11,Kilby Voting District,Prince William,4682,1457,651,2083,355,12,124,1454,1001,437
51155102,9,New River Voting District,Pulaski,3718,3364,226,46,36,8,38,1812,880,902
51155402,9,Walker Voting District,Pulaski,1375,1313,18,11,1,1,31,683,195,473
51155103,9,West Cloyd Voting District,Pulaski,2071,2015,25,9,12,1,9,976,388,572
51155301,9,Dublin Voting District,Pulaski,4520,4136,225,64,31,11,53,1830,701,1100
51155401,9,Massie Voting District,Pulaski,5633,5064,323,89,30,18,109,2233,855,1345
51155201,9,Draper Voting District,Pulaski,2116,2014,44,11,19,2,26,1128,349,763
51155101,9,Belspring Voting District,Pulaski,1313,1274,15,8,4,0,12,631,266,359
51155304,9,Snowville Voting District,Pulaski,1865,1816,14,14,1,2,18,929,285,622
51155302,9,Hiwassee Voting District,Pulaski,836,782,38,2,4,1,9,363,108,247
51155203,9,Newbern Voting District,Pulaski,3486,3144,229,47,12,5,49,1578,636,916
51155202,9,South Pulaski Voting District,Pulaski,1337,1213,75,33,8,0,8,411,207,201
51155501,9,Robinson Voting District,Pulaski,6602,5837,512,98,28,12,115,2453,1048,1357
51157201,10,Amissville Voting District,Rappahannock,1703,1518,77,68,12,7,21,936,361,557
51157501,10,Chester Gap Voting District,Rappahannock,528,499,7,11,0,1,10,367,124,234
51157101,10,Washington Voting District,Rappahannock,1181,1067,54,26,9,2,23,850,441,400
51157301,10,Sperryville Voting District,Rappahannock,1350,1216,83,21,12,2,16,803,451,340
51157502,10,Flint Hill Voting District,Rappahannock,1008,900,42,44,4,0,18,526,254,268
51157401,10,Scrabble Voting District,Rappahannock,1603,1453,55,58,5,3,29,912,474,428
51159502,1,Precinct 5-2,Richmond,783,337,335,90,12,1,8,185,99,86
51159301,1,Precinct 3-1,Richmond,1264,1055,171,18,1,0,19,706,247,450
51159201,1,Precinct 2-1,Richmond,2904,1562,1156,133,9,12,32,783,340,441
51159501,1,Precinct 5-1,Richmond,1146,821,127,174,4,3,17,495,160,330
51159401,1,Precinct 4-1,Richmond,1566,1200,260,67,10,6,23,712,242,464
51159302,1,Precinct 3-2,Richmond,223,154,53,3,3,0,10,135,43,87
51159101,1,Precinct 1-1,Richmond,1368,626,691,25,2,2,22,727,487,234
51161301,9,Bent Mountain Voting District,Roanoke,840,805,12,12,1,4,6,545,242,300
51161202,6,Burlington Voting District,Roanoke,2301,1745,330,98,79,7,42,1040,469,559
51161504,6,Ogden Voting District,Roanoke,3133,2366,270,152,253,7,85,1409,703,692
51161506,6,Mount Vernon Voting District,Roanoke,2151,1936,68,56,57,0,34,1225,513,696
51161304,6,Oak Grove Voting District,Roanoke,3962,3501,65,81,231,4,80,2296,848,1426
51161103,9,Glenvar Voting District,Roanoke,2430,2278,91,16,21,6,18,1371,489,865
51161205,6,Orchards Voting District,Roanoke,4587,4128,222,81,107,1,48,2752,955,1781
51161204,9,Botetourt Springs Voting District,Roanoke,2952,2518,219,61,120,0,34,1792,726,1042
51161405,6,Lindenwood Voting District,Roanoke,4679,4329,147,55,72,11,65,2826,965,1829
51161206,6,Hollins Voting District,Roanoke,2198,1786,201,114,50,3,44,970,469,489
51161403,6,North Vinton Voting District,Roanoke,3933,3553,179,101,32,3,65,1867,740,1111
51161105,9,Peters Creek Voting District,Roanoke,3972,3333,397,80,84,5,73,2157,886,1246
51161101,9,Catawba Voting District,Roanoke,1108,1052,30,5,9,2,10,562,180,376
51161201,6,Plantation Voting District,Roanoke,3435,2945,246,103,85,2,54,1696,639,1041
51161507,6,Hunting Hills Voting District,Roanoke,3223,2867,116,90,99,7,44,2016,788,1214
51161107,9,Bennett Springs Voting District,Roanoke,1442,1417,8,7,0,0,10,775,247,521
51161303,6,Windsor Hills Voting District,Roanoke,2358,2126,81,47,68,0,36,1519,602,901
51161305,6,Castle Rock Voting District,Roanoke,4573,4071,59,146,243,3,51,2904,1152,1730
51161302,6,Poages Mill Voting District,Roanoke,3806,3540,42,78,98,2,46,2409,860,1526
51161203,6,Mountain View Voting District,Roanoke,3866,3475,178,47,118,1,47,2291,807,1462
51161102,9,Mason Valley Voting District,Roanoke,1088,1060,3,2,1,4,18,616,198,402
51161104,9,Northside Voting District,Roanoke,2041,1560,318,34,93,2,34,1166,530,627
51161404,6,South Vinton Voting District,Roanoke,4452,3901,274,130,50,5,92,1922,809,1090
51161501,6,Cotton Hill Voting District,Roanoke,2231,1996,35,36,137,1,26,1231,458,764
51161502,6,Penn Forest Voting District,Roanoke,2328,2126,62,29,63,9,39,1396,583,805
51161505,6,Clearbrook Voting District,Roanoke,2163,2025,81,16,8,4,29,1133,446,670
51161108,9,Wildwood Voting District,Roanoke,2167,2019,37,50,33,4,24,1212,471,724
51161503,6,Cave Spring Voting District,Roanoke,2385,2180,68,38,64,3,32,1525,579,935
51161306,6,Garst Mill Voting District,Roanoke,2667,2104,294,88,111,5,65,1346,663,669
51161402,6,Bonsack Voting District,Roanoke,898,828,26,14,14,4,12,512,156,354
51161406,6,Mount Pleasant Voting District,Roanoke,3856,3593,144,39,20,5,55,2173,786,1367
51161106,9,Green Hill Voting District,Roanoke,5151,4723,277,45,60,7,39,2236,853,1357
51163502,6,Meadowview Voting District,Rockbridge,1432,1241,96,22,32,3,38,577,257,317
51163501,6,Goshen Voting District,Rockbridge,1028,978,10,20,2,6,12,413,132,270
51163102,6,Ben Salem Voting District,Rockbridge,1220,1156,7,28,5,4,20,625,266,352
51163203,6,Vo-Tech Voting District,Rockbridge,877,787,40,17,12,11,10,355,185,167
51163103,6,Plank Road Voting District,Rockbridge,673,654,1,6,1,5,6,388,151,236
51163104,6,Effinger Voting District,Rockbridge,802,777,3,6,1,0,15,414,154,251
51163201,6,Collierstown Voting District,Rockbridge,1361,1327,4,6,1,4,19,596,270,323
51163301,6,Maury River Voting District,Rockbridge,1686,1453,157,47,3,6,20,657,337,315
51163302,6,Natural Bridge Voting District,Rockbridge,1877,1747,60,25,6,20,19,676,325,344
51163101,6,Airport Voting District,Rockbridge,1611,1537,14,31,10,6,13,900,422,474
51163303,6,Falling Spring Voting District,Rockbridge,745,660,52,6,3,3,21,322,146,175
51163401,6,Fairfield Voting District,Rockbridge,1417,1366,33,11,2,2,3,661,242,409
51163202,6,Highland Belle Voting District,Rockbridge,2306,2231,19,19,9,4,24,1184,527,649
51163503,6,Rockbridge Baths Voting District,Rockbridge,772,754,4,0,1,2,11,440,193,238
51163504,6,Rockbridge Voting District,Rockbridge,1316,1249,20,10,12,6,19,740,283,453
51163403,6,Vesuvius Voting District,Rockbridge,985,905,28,26,2,4,20,329,112,216
51163402,6,Mountain View Voting District,Rockbridge,2199,2093,37,16,4,13,36,896,345,543
51165305,6,Massanetta Springs Voting District,Rockingham,7130,6071,174,608,163,2,112,3331,1239,2053
51165402,6,Montezuma Voting District,Rockingham,2612,2535,10,33,13,1,20,1262,339,918
51165107,6,Plains Voting District,Rockingham,3662,3480,15,124,15,7,21,1339,409,918
51165306,6,Cross Keys Voting District,Rockingham,1574,1420,29,99,9,0,17,783,246,531
51165401,6,Bridgewater Voting District,Rockingham,5644,5112,137,278,26,1,90,2522,976,1517
51165106,6,Tenth Legion Voting District,Rockingham,1658,1560,19,58,1,1,19,700,199,493
51165102,6,Timberville Voting District,Rockingham,1922,1732,22,126,1,11,30,857,313,535
51165503,6,McGaheysville Voting District,Rockingham,2708,2490,35,124,15,4,40,1227,399,814
51165405,6,Silver Lake Voting District,Rockingham,4962,4062,57,731,52,0,60,1909,580,1317
51165201,6,Singers Glen Voting District,Rockingham,2015,1960,9,32,3,2,9,923,260,656
51165104,6,Bergton Voting District,Rockingham,798,787,0,1,2,2,6,380,79,290
51165403,6,Mt. Crawford Voting District,Rockingham,417,391,13,10,2,0,1,201,75,125
51165404,6,Dayton Voting District,Rockingham,1530,1363,11,138,8,0,10,741,240,494
51165103,6,Fulks Run Voting District,Rockingham,2608,2542,6,31,0,14,15,940,225,703
51165203,6,Melrose Voting District,Rockingham,3655,3011,44,548,13,7,32,1324,372,940
51165304,6,Grottoes Voting District,Rockingham,2660,2378,93,134,16,6,33,1163,375,781
51165504,6,South Fork Voting District,Rockingham,1678,1534,58,57,9,1,19,715,198,503
51165303,6,North River Voting District,Rockingham,1788,1712,21,40,6,1,8,904,196,701
51165302,6,Port Republic Voting District,Rockingham,2412,2256,25,94,13,1,23,1141,358,777
51165204,6,Mt. Clinton Voting District,Rockingham,2010,1889,29,53,10,1,28,867,230,622
51165105,6,Lacey Spring Voting District,Rockingham,1644,1577,14,27,6,3,17,767,209,551
