GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote

51001302,2,Oak Hall Voting District,Accomack,1689,826,755,54,12,10,32,845,519,318
51001803,2,Melfa Voting District,Accomack,1569,764,689,79,11,3,23,804,481,312
51001804,2,Quinby Voting District,Accomack,410,363,26,16,1,2,2,205,68,135
51001601,2,Accomac Voting District,Accomack,3522,1842,989,627,13,18,33,1377,701,659
51001301,2,New Church Voting District,Accomack,1859,748,994,51,19,9,38,797,537,244
51001101,2,Chincoteague Voting District,Accomack,2941,2764,21,49,17,8,82,1866,595,1254
51001802,2,Keller Voting District,Accomack,582,350,206,9,4,11,2,301,162,135
51001202,2,Greenbackville Voting District,Accomack,1284,1154,71,26,14,1,18,584,203,377
51001805,2,Wachapreague Voting District,Accomack,539,354,167,13,0,0,5,309,134,171
51001501,2,Mappsville Voting District,Accomack,2033,744,734,492,17,0,46,758,486,266
51001801,2,Bobtown Voting District,Accomack,589,537,37,9,4,0,2,378,147,228
51001702,2,Onley Voting District,Accomack,765,566,125,53,9,4,8,433,152,277
51001205,2,Tangier Voting District,Accomack,727,713,4,2,3,0,5,308,46,258
51001502,2,Rue Voting District,Accomack,2056,474,1064,499,9,3,7,658,511,146
51001201,2,Atlantic Voting District,Accomack,1462,1155,213,50,10,5,29,614,229,375
51001203,2,Hallwood Voting District,Accomack,819,595,159,48,2,2,13,354,119,229
51001701,2,Onancock Voting District,Accomack,2565,1916,512,75,20,5,37,1418,634,766
51001402,2,Parksley Voting District,Accomack,2256,1384,509,291,29,10,33,993,449,538
51001401,2,Bloxom Voting District,Accomack,1404,992,230,133,6,1,42,526,191,327
51001204,2,Saxis Voting District,Accomack,529,478,28,17,1,0,5,208,60,146
51001901,2,Painter Voting District,Accomack,3564,1547,1720,257,10,5,25,1870,1183,672
51003602,5,Free Union Voting District,Albemarle,2064,1926,35,35,19,5,44,1127,599,512
51003304,5,East Ivy Voting District,Albemarle,3589,2534,242,165,515,4,129,1383,886,485
51003505,5,Burnley Voting District,Albemarle,2118,1575,330,104,36,8,65,1194,693,478
51003504,5,Free Bridge Voting District,Albemarle,4555,3664,452,176,170,9,84,2380,1463,890
51003101,5,Woodbrook Voting District,Albemarle,3596,2676,481,160,175,13,91,2155,1171,957
51003103,5,Branchlands Voting District,Albemarle,2221,1354,294,385,119,4,65,875,563,301
51003104,5,Agnor-Hurt Voting District,Albemarle,4134,2241,890,654,221,10,118,1874,1297,557
51003305,5,Country Green Voting District,Albemarle,2912,2395,177,106,158,9,67,1541,953,579
51003401,5,Scottsville Voting District,Albemarle,2432,2207,134,51,12,7,21,1235,588,634
51003402,5,Monticello Voting District,Albemarle,2469,2170,180,46,19,3,51,1108,539,557
51003502,5,Stony Point Voting District,Albemarle,2108,1917,98,42,20,3,28,1209,625,568
51003105,5,Dunlora Voting District,Albemarle,2697,2231,232,65,120,5,44,1629,1015,600
51003301,5,Ivy Voting District,Albemarle,4625,4225,131,84,133,1,51,3100,1886,1183
51003406,5,Stone Robinson Voting District,Albemarle,3616,3136,255,94,34,9,88,2207,959,1230
51003605,5,Yellow Mountain Voting District,Albemarle,951,895,13,26,6,0,11,553,292,260
51003106,5,Northside Voting District,Albemarle,3034,2563,135,97,151,7,81,1637,819,808
51003501,5,Keswick Voting District,Albemarle,1962,1550,299,59,10,0,44,1104,671,426
51003604,5,Brownsville Voting District,Albemarle,4642,4013,275,159,102,3,90,2563,1448,1084
51003503,5,Hollymead Voting District,Albemarle,6682,5531,319,173,501,8,150,3710,1925,1753
51003302,5,Red Hill Voting District,Albemarle,4010,3418,318,192,22,6,54,2137,1293,826
51003202,5,University Hall Voting District,Albemarle,5260,3328,356,282,1130,7,157,1550,1130,402
51003203,5,Georgetown Voting District,Albemarle,4751,2460,1330,553,226,3,179,2083,1540,518
51003201,5,Jack Jouett Voting District,Albemarle,3182,2387,385,248,96,3,63,1645,948,675
51003603,5,Earlysville Voting District,Albemarle,3984,3636,112,81,62,7,86,2495,1250,1225
51003601,5,Crozet Voting District,Albemarle,5505,4923,199,155,144,5,79,2904,1640,1218
51003403,5,Porter's Voting District,Albemarle,2396,1605,650,81,17,2,41,1195,835,347
51003204,5,Belfield Voting District,Albemarle,1370,1274,25,24,35,0,12,945,478,461
51003405,5,Cale Voting District,Albemarle,8105,5296,1140,1120,386,9,154,3343,2286,1042
51005101,9,Arritt Voting District,Alleghany,1718,1705,2,3,1,2,5,676,328,343
51005502,9,Peters Switch Voting District,Alleghany,1623,1577,17,5,3,6,15,790,343,424
51005301,9,Callaghan Voting District,Alleghany,849,833,1,3,0,1,11,419,173,242
51005701,9,District 2,Alleghany,2178,1792,293,33,6,7,47,784,498,279
51005201,9,Humpback Bridge Voting District,Alleghany,1049,968,61,15,2,0,3,440,177,259
51005401,9,Low Moor Voting District,Alleghany,1298,1213,48,11,9,2,15,618,275,332
51005402,9,Jackson Heights Voting District,Alleghany,1087,1034,33,13,0,1,6,508,223,276
51005601,9,District 1,Alleghany,2291,2013,164,41,15,3,55,974,537,429
51005501,9,Iron Gate Voting District,Alleghany,589,545,31,4,0,0,9,298,160,133
51005202,9,Dolly Ann Voting District,Alleghany,1300,1166,81,23,6,0,24,704,335,359
51005103,9,Dameron Voting District,Alleghany,628,616,3,3,0,0,6,284,104,178
51005302,9,Griffith Voting District,Alleghany,1640,1578,17,22,6,3,14,867,400,461
51007301,4,Voting District Number Three,Amelia,2338,1752,474,69,3,3,37,1251,386,856
51007501,4,Voting District Number Five,Amelia,2342,1544,722,30,6,9,31,1399,638,746
51007101,4,Voting District Number One,Amelia,2601,1845,633,73,5,12,33,1199,495,696
51007201,4,Voting District Number Two,Amelia,2666,2040,521,56,6,6,37,1279,493,776
51007401,4,Voting District Number Four,Amelia,2743,2052,575,62,7,9,38,1398,476,896
51009302,5,Elon Voting District,Amherst,3598,3138,295,60,11,41,53,2034,595,1419
51009102,5,New Glasgow Voting District,Amherst,2938,2261,534,63,7,25,48,1195,552,635
51009401,5,Amelon Voting District,Amherst,4795,3689,889,63,30,38,86,2369,947,1406
51009402,5,Lonco Voting District,Amherst,1865,1359,362,51,10,21,62,605,253,343
51009202,5,Temperance Voting District,Amherst,1735,1419,202,66,4,10,34,854,328,517
51009501,5,Madison Voting District,Amherst,6234,4660,1219,100,42,59,154,2461,1082,1360
51009201,5,Courthouse Voting District,Amherst,4730,3584,909,99,31,26,81,2106,917,1169
51009103,5,Coolwell Voting District,Amherst,1192,991,136,18,5,5,37,568,198,368
51009301,5,Monroe Voting District,Amherst,1973,1367,461,51,4,42,48,896,351,536
51009303,5,Pleasant View Voting District,Amherst,1020,840,158,14,0,0,8,514,181,329
51009101,5,Wright Shop Voting District,Amherst,2273,1183,939,40,16,29,66,1082,690,388
51011301,5,460 Voting District,Appomattox,1804,1465,284,6,10,1,38,891,252,628
51011102,5,Pamplin Voting District,Appomattox,1913,1433,416,21,9,8,26,1004,389,601
51011502,5,Agee Voting District,Appomattox,881,615,215,22,1,0,28,430,198,223
51011202,5,Spout Spring Voting District,Appomattox,1805,1530,226,21,3,4,21,957,254,694
51011101,5,Vera Voting District,Appomattox,925,808,83,10,2,5,17,556,170,380
51011201,5,Chap Voting District,Appomattox,1171,751,378,16,2,1,23,609,263,341
51011401,5,Courthouse Voting District,Appomattox,2814,2056,658,36,4,7,53,1268,434,820
51011302,5,Stonewall Voting District,Appomattox,1649,1294,314,16,3,2,20,836,309,520
51011501,5,Oakville Voting District,Appomattox,2011,1531,424,19,5,0,32,1073,372,696
51013004,8,Ballston Voting District,Arlington,2557,1949,51,286,184,4,83,1588,1128,446
51013051,8,Taylor Voting District,Arlington,905,742,9,33,102,1,18,742,540,200
51013028,8,Claremont Voting District,Arlington,5801,2409,837,1782,602,17,154,2579,1928,634
51013034,8,Yorktown Voting District,Arlington,3375,2831,84,232,139,2,87,2014,1342,649
51013018,8,Park Lane Voting District,Arlington,6538,4243,645,682,754,8,206,2811,2123,660
51013009,8,Columbia Voting District,Arlington,4590,2429,745,893,368,12,143,2444,1955,472
51013049,8,Monroe Voting District,Arlington,2387,1638,177,228,281,0,63,1293,937,341
51013036,8,Marshall Voting District,Arlington,4661,3719,244,316,256,3,123,2535,1754,765
51013011,8,East Falls Church Voting District,Arlington,2549,2072,61,156,181,4,75,1630,1074,534
51013045,8,Buckingham Voting District,Arlington,6426,3043,556,2124,542,15,146,2720,2013,669
51013032,8,Oakridge Voting District,Arlington,5216,2974,861,774,448,20,139,2820,1943,857
51013047,8,Four Mile Run Voting District,Arlington,2843,1129,450,838,353,4,69,1760,1382,368
51013007,8,Cherrydale Voting District,Arlington,3889,3059,174,280,241,4,131,2266,1586,664
51013038,8,Arlington View Voting District,Arlington,4740,1698,1338,718,821,28,137,2251,1849,391
51013017,8,Overlee Knolls Voting District,Arlington,3765,3151,49,201,249,0,115,2115,1423,678
51013008,8,Hume Voting District,Arlington,5432,3639,260,413,930,19,171,2605,1774,806
51013027,8,Jefferson Voting District,Arlington,4429,2569,242,1028,448,9,133,2446,1802,627
51013044,8,Dawson Voting District,Arlington,3065,2233,130,265,337,3,97,1822,1424,375
51013042,8,Shirlington Voting District,Arlington,3461,2214,300,593,260,11,83,2138,1551,570
51013014,8,Clarendon Voting District,Arlington,2801,2262,49,125,277,3,85,1981,1377,582
51013024,8,Woodlawn Voting District,Arlington,5228,3286,589,758,443,8,144,2669,2007,639
51013016,8,Lyon Village Voting District,Arlington,3705,2975,95,288,239,6,102,2284,1660,609
51013015,8,Lyon Park Voting District,Arlington,3796,2774,172,393,367,3,87,2298,1730,542
51013006,8,Crystal City Voting District,Arlington,3860,2598,368,305,444,17,128,1944,1313,604
51013033,8,Rock Spring Voting District,Arlington,3733,3304,32,169,141,6,81,2160,1376,770
51013048,8,Courtlands Voting District,Arlington,3033,2366,54,171,354,3,85,1922,1306,596
51013030,8,Glebe Voting District,Arlington,4929,1401,1667,1380,321,10,150,2195,1969,207
51013041,8,Woodbury Voting District,Arlington,5075,3064,265,975,620,15,136,2099,1529,556
51013050,8,Crystal Plaza Voting District,Arlington,4609,3139,414,373,543,12,128,2171,1545,608
51013005,8,Barcroft Voting District,Arlington,3942,2087,189,1336,215,8,107,1775,1271,487
51013012,8,Fairlington Voting District,Arlington,3093,2704,60,173,94,1,61,2431,1681,734
51013001,8,Arlington Voting District,Arlington,5790,1440,1152,2162,859,3,174,2073,1643,413
51013026,8,Fillmore Voting District,Arlington,5109,2655,831,916,528,13,166,2852,2196,609
51013043,8,Arlington Mill Voting District,Arlington,6651,885,1049,3726,791,24,176,1824,1475,328
51013003,8,Aurora Hills Voting District,Arlington,2391,1834,54,264,170,2,67,1520,936,570
51013046,8,Central Voting District,Arlington,4939,3724,167,259,648,8,133,2807,2007,767
51013031,8,Lexington Voting District,Arlington,3667,2872,215,293,195,6,86,2166,1549,603
51013040,8,Virginia Square Voting District,Arlington,4168,3162,138,247,494,5,122,2250,1503,721
51013037,8,Nottingham Voting District,Arlington,3321,2825,34,198,153,3,108,2001,1365,619
51013013,8,Glen Carlyn Voting District,Arlington,2751,1469,190,515,480,3,94,1452,1027,411
51013010,8,Wilson Voting District,Arlington,5927,3855,310,776,802,14,170,2419,1779,618
51013002,8,Ashton Heights Voting District,Arlington,4190,3141,152,497,282,4,114,2179,1599,561
51013022,8,Abingdon Voting District,Arlington,3738,2900,198,357,165,2,116,2825,1980,815
51013019,8,Rosslyn Voting District,Arlington,5564,3618,240,462,1033,9,202,2781,2120,640
51013020,8,Thrifton Voting District,Arlington,3502,3077,33,185,129,3,75,2068,1263,791
51013035,8,Madison Voting District,Arlington,3890,3471,56,145,127,4,87,2327,1356,962
51013023,8,Westover Voting District,Arlington,2947,2047,165,415,215,6,99,1809,1356,439
51013021,8,Virginia Highlands Voting District,Arlington,5059,3377,590,391,540,13,148,2637,1785,824
51013025,8,Arlington Forest Voting District,Arlington,3420,2335,175,532,259,10,109,1847,1351,481
51013039,8,Ashlawn Voting District,Arlington,2605,1641,137,502,242,3,80,1360,934,416
51013029,8,Dominion Hills Voting District,Arlington,3565,2932,35,252,229,3,114,2147,1478,648
51015502,6,Middlebrook Voting District,Augusta,1569,1519,18,10,8,1,13,851,238,604
51015102,6,Expo Voting District,Augusta,3178,2807,201,84,20,9,57,1064,377,679
51015202,6,New Hope Voting District,Augusta,2623,2521,22,47,3,3,27,1378,372,990
51015404,6,Deerfield Voting District,Augusta,644,617,6,5,1,1,14,290,68,214
51015101,6,Jolivue Voting District,Augusta,2463,2254,107,34,39,4,25,1079,384,687
51015503,6,Spottswood Voting District,Augusta,1760,1716,11,13,6,3,11,853,257,585
51015504,6,White Hill Voting District,Augusta,3488,3334,41,41,18,13,41,1460,388,1060
51015603,6,Lyndhurst Voting District,Augusta,2495,2301,90,62,20,7,15,1313,414,885
51015203,6,Weyers Cave Voting District,Augusta,3848,3445,48,276,16,5,58,1767,519,1228
51015402,6,Churchville School Voting District,Augusta,1962,1913,18,10,6,0,15,991,268,718
51015403,6,Craigsville Voting District,Augusta,3071,2310,685,42,15,3,16,669,209,452
51015302,6,North River Voting District,Augusta,1559,1445,11,94,0,2,7,677,172,499
51015304,6,Churchville Fire Station Voting District,Augusta,1556,1514,21,12,1,0,8,803,190,602
51015802,6,Fishersville Voting District,Augusta,4811,4408,196,81,53,8,65,2742,849,1864
51015405,6,Cedar Green Voting District,Augusta,2134,1941,110,30,13,1,39,1043,376,660
51015601,6,Sherando Voting District,Augusta,2533,2382,78,29,6,3,35,1163,342,813
51015301,6,Fort Defiance Voting District,Augusta,3976,3829,40,58,8,13,28,2149,634,1483
51015602,6,Stuarts Draft Voting District,Augusta,5452,5178,122,65,15,6,66,2715,791,1896
51015201,6,Crimora Voting District,Augusta,4839,4532,117,90,10,16,74,1830,562,1249
51015103,6,Verona Voting District,Augusta,5353,4706,354,191,32,14,56,1953,633,1289
51015303,6,Mount Solon Voting District,Augusta,2110,2028,24,33,4,4,17,978,197,771
51015501,6,Greenville Voting District,Augusta,3090,2826,177,36,19,12,20,1463,369,1084
51015401,6,Buffalo Gap Voting District,Augusta,1987,1919,27,16,6,3,16,971,260,700
51015801,6,Dooms Voting District,Augusta,2944,2801,45,56,11,5,26,1474,404,1062
51015803,6,Wilson Voting District,Augusta,4305,3765,312,110,48,5,65,1614,552,1046
51017102,6,Mountain Grove Voting District,Bath,139,135,0,2,2,0,0,87,27,56
51017201,6,Hot Springs Voting District,Bath,992,827,122,26,3,1,13,470,264,202
51017501,6,Healing Springs Voting District,Bath,1041,998,15,20,0,0,8,510,226,275
51017302,6,Burnsville Voting District,Bath,287,287,0,0,0,0,0,113,44,66
51017401,6,Millboro Voting District,Bath,966,927,20,11,0,0,8,506,201,296
51017301,6,Fairview Voting District,Bath,642,620,0,16,0,1,5,358,106,246
51017101,6,Warm Springs Voting District,Bath,664,569,56,26,2,3,8,384,175,208
51019506,6,Boonsboro Ruritan Club Voting District,Bedford,2880,2572,165,40,57,7,39,1718,460,1248
51019203,5,Moneta Elem School Voting District,Bedford,4830,4411,231,92,24,14,58,2201,779,1396
51019505,6,Boonsboro Elem School Voting District,Bedford,2762,2455,213,30,30,1,33,1740,543,1180
51019402,6,Thomas Jefferson Elem School Voting District,Bedford,4621,4034,348,101,93,4,41,2620,718,1880
51019403,6,Knights Of Columbus Bldg Voting District,Bedford,3371,2961,175,90,106,0,39,2015,591,1407
51019301,5,New London Academy Voting District,Bedford,4460,3974,218,108,101,11,48,2396,547,1838
51019204,5,Body Camp Elem School Voting District,Bedford,756,659,86,4,1,2,4,366,156,207
51019502,6,Big Island Elem School Voting District,Bedford,1104,972,105,7,2,10,8,525,213,305
51019205,5,Saunders Vol Fire Dept Voting District,Bedford,2222,2141,20,18,15,4,24,1323,385,930
51019701,5,Goode Rescue Squad Voting District,Bedford,2626,2427,122,30,19,7,21,1561,347,1201
51019303,5,Bethesda Methodist Church Voting District,Bedford,1252,1130,95,15,2,0,10,691,218,462
51019703,5,Bedford Christian Church Voting District,Bedford,2719,2355,276,31,4,12,41,1391,527,844
51019503,6,Sedalia Center Voting District,Bedford,1356,1205,111,17,0,9,14,743,244,487
51019602,5,Shady Grove Baptist Church Voting District,Bedford,2986,2881,17,39,15,7,27,1289,411,868
51019101,5,Goodview Elem School Voting District,Bedford,6191,5921,52,105,26,20,67,2858,956,1870
51019603,5,Thaxton Elem School Voting District,Bedford,2608,2435,104,22,4,10,33,1231,400,808
51019305,5,Huddleston Elem School Voting District,Bedford,1391,1183,172,11,1,5,19,629,207,418
51019102,5,Hardy Fire & Rescue Bldg Voting District,Bedford,1396,1333,12,26,1,3,21,770,260,495
51019504,6,Odd Fellows Hall Voting District,Bedford,514,453,49,6,0,2,4,311,103,207
51019507,6,Pleasant View Voting District,Bedford,431,305,77,41,7,0,1,161,54,106
51019302,5,Bedford County Psa Voting District,Bedford,2384,2059,247,24,5,13,36,1086,382,692
51019604,5,Saunders Grove Brethren Church Voting District,Bedford,506,497,1,1,3,0,4,266,86,180
51019401,6,Forest Elem School Voting District,Bedford,3455,2993,191,87,155,3,26,1898,429,1448
51019601,6,Montvale Elem School Voting District,Bedford,2537,2414,52,29,9,7,26,1287,441,828
51019304,6,Forest Youth Athletic Assoc. Voting District,Bedford,1401,1261,82,36,7,4,11,854,205,642
51019704,6,Suck Springs Voting District,Bedford,882,782,88,2,2,0,8,463,171,287
51019103,5,Chamblissburg First Aid Bldg Voting District,Bedford,1470,1365,69,10,2,5,19,705,252,450
51019702,5,Liberty High School Voting District,Bedford,2990,2526,388,17,12,8,39,1525,513,999
51019202,5,Staunton River High School Voting District,Bedford,2575,2331,143,51,11,4,35,1173,419,737
51021202,9,Seddon Voting District,Bland,1472,1447,1,3,14,0,7,771,204,560
51021401,9,Rocky Gap Voting District,Bland,1569,1489,57,10,2,0,11,769,239,507
51021101,9,Bastian Voting District,Bland,891,871,6,5,1,0,8,387,113,266
51021102,9,Ceres Voting District,Bland,885,881,1,0,2,0,1,361,89,266
51021302,9,Mechanicsburg Voting District,Bland,1011,845,153,11,0,0,2,193,58,129
51021201,9,Davis Voting District,Bland,280,268,1,4,0,0,7,116,48,66
51021301,9,Hollybrook Voting District,Bland,716,693,9,6,0,1,7,357,113,237
51023403,6,Eagle Rock Voting District,Botetourt,1291,1244,19,15,0,4,9,608,185,413
51023102,6,Asbury Voting District,Botetourt,3851,3681,54,38,24,9,45,1985,548,1417
51023101,6,Amsterdam Voting District,Botetourt,2353,2099,140,67,23,5,19,1211,456,742
51023404,6,Glen Wilton Voting District,Botetourt,1001,913,64,6,1,7,10,467,200,262
51023405,6,Oriskany Voting District,Botetourt,94,91,2,0,0,1,0,56,15,39
51023304,6,Springwood Voting District,Botetourt,1401,1343,28,6,5,3,16,701,219,460
51023303,6,Roaring Run Voting District,Botetourt,742,706,21,1,0,4,10,333,114,217
51023502,6,Cloverdale Voting District,Botetourt,4449,4176,158,39,34,7,35,2410,779,1610
51023104,6,Troutville Voting District,Botetourt,1394,1302,18,24,26,7,17,708,229,472
51023301,6,Buchanan Voting District,Botetourt,2571,2459,40,17,3,6,46,1266,457,786
51023501,6,Coyner Springs Voting District,Botetourt,1867,1710,106,21,8,3,19,1078,345,725
51023402,6,Courthouse Voting District,Botetourt,2658,2458,143,29,2,0,26,1229,450,757
51023406,6,Town Hall Voting District,Botetourt,1707,1645,17,24,9,1,11,910,276,621
51023202,6,Rainbow Forest Voting District,Botetourt,2848,2726,48,24,15,8,27,1626,547,1063
51023201,6,Blue Ridge Voting District,Botetourt,3329,3164,87,25,19,6,28,1950,603,1323
51023302,6,Mill Creek Voting District,Botetourt,1592,1495,42,20,7,5,23,844,270,564
51025101,5,Brodnax Voting District,Brunswick,844,393,407,25,3,3,13,421,248,168
51025203,5,Fitzhugh Voting District,Brunswick,1064,396,651,2,1,1,13,594,429,162
51025103,5,Tillman Voting District,Brunswick,1147,750,379,12,0,1,5,654,271,379
51025501,5,Lawrenceville Voting District,Brunswick,3129,836,2200,43,10,5,35,1409,1033,366
51025301,5,Alberta Voting District,Brunswick,298,177,112,1,0,4,4,157,74,78
51025201,5,Dromgoole Voting District,Brunswick,523,297,212,10,1,1,2,238,131,105
51025304,5,Seymour Voting District,Brunswick,649,347,289,6,4,1,2,320,197,121
51025102,5,Rock Store Voting District,Brunswick,1303,789,464,23,6,4,17,634,300,331
51025402,5,King's Store Voting District,Brunswick,675,197,462,10,0,0,6,409,301,107
51025302,5,Danieltown Voting District,Brunswick,1480,748,675,26,3,3,25,747,400,342
51025303,5,Elmore Voting District,Brunswick,653,287,348,6,1,3,8,342,218,121
51025401,5,Sturgeon Voting District,Brunswick,4123,1322,2692,66,13,8,22,1211,779,423
51025202,5,Edgerton Voting District,Brunswick,1546,404,1053,68,9,1,11,771,592,174
51027601,9,Council Voting District,Buchanan,980,971,2,1,0,4,2,358,164,190
51027103,9,Hurley Voting District,Buchanan,2507,2493,3,3,0,0,8,830,329,495
51027602,9,Garden Voting District,Buchanan,1219,1202,0,6,2,2,7,598,264,330
51027203,9,Rocklick Voting District,Buchanan,1830,1814,8,3,1,0,4,571,292,269
51027403,9,South Grundy Voting District,Buchanan,2451,2278,102,32,15,2,22,976,355,607
51027201,9,Grassy Voting District,Buchanan,349,337,2,0,1,0,9,124,71,52
51027702,9,Contrary Voting District,Buchanan,1198,1182,0,6,1,4,5,487,202,282
51027404,9,Oakwood Voting District,Buchanan,1635,1121,484,9,14,1,6,157,69,87
51027301,9,Slate Voting District,Buchanan,1788,1771,2,6,0,1,8,694,366,325
51027502,9,Fox Voting District,Buchanan,327,326,0,0,0,0,1,152,106,43
51027603,9,Hurricane Voting District,Buchanan,1011,1006,0,1,0,1,3,362,209,150
51027202,9,Bull Voting District,Buchanan,1400,1394,1,2,1,0,2,538,292,240
51027102,9,Blackey Voting District,Buchanan,906,898,1,2,1,0,4,355,157,194
51027503,9,Vansant Voting District,Buchanan,1195,1188,0,4,0,0,3,598,261,330
51027701,9,Whitewood Voting District,Buchanan,2029,2016,2,4,1,3,3,744,338,397
51027501,9,Prater Voting District,Buchanan,1577,1568,0,5,0,0,4,573,362,200
51027302,9,North Grundy Voting District,Buchanan,1696,1640,7,11,18,0,20,584,226,350
51029101,5,New Canton Voting District,Buckingham,2273,1363,824,45,2,4,35,1061,568,475
51029301,5,Curdsville Voting District,Buckingham,1309,874,391,13,3,5,23,685,298,384
51029302,5,New Store Voting District,Buckingham,1077,803,233,27,1,3,10,443,134,307
51029501,5,Wrights Voting District,Buckingham,1295,963,268,32,11,5,16,603,219,375
51029401,5,Maysville Voting District,Buckingham,2272,1574,623,17,10,10,38,1097,485,604
51029502,5,Glenmore Voting District,Buckingham,1423,1067,254,40,16,3,43,642,372,258
51029701,5,Gold Hill Voting District,Buckingham,1204,665,509,6,4,2,18,616,332,277
51029601,5,Slate River Voting District,Buckingham,2883,1605,1157,41,10,7,63,1250,774,465
51029201,5,White Hall Voting District,Buckingham,3410,1580,1720,67,7,5,31,593,307,283
51031102,5,New London Voting District,Campbell,3577,3137,211,59,87,9,74,1859,486,1360
51031302,5,Lynch Station Voting District,Campbell,2444,2003,395,10,3,2,31,1221,418,795
51031701,5,Brookneal Voting District,Campbell,2824,1957,816,21,0,8,22,1241,495,736
51031501,5,Spring Hill Voting District,Campbell,4015,3321,521,72,20,20,61,1697,550,1128
51031601,5,Airport Voting District,Campbell,2376,2020,208,58,51,7,32,1156,256,890
51031202,5,Bedford Springs Voting District,Campbell,3184,2759,262,62,39,7,55,1616,427,1174
51031303,5,Altavista Voting District,Campbell,3452,2401,887,57,18,5,84,1503,694,794
51031301,5,Evington Voting District,Campbell,1728,1470,198,17,2,9,32,868,258,603
51031703,5,Morris Church Voting District,Campbell,1062,759,263,11,0,5,24,517,210,301
51031401,5,Three Forks Voting District,Campbell,3391,3018,302,25,6,13,27,1725,420,1286
51031502,5,Yellow Branch Voting District,Campbell,3621,2955,538,39,17,9,63,1587,508,1068
51031101,5,Brookville Voting District,Campbell,3857,3342,256,83,103,9,64,2283,581,1675
51031603,5,Concord Voting District,Campbell,4040,3328,561,81,7,9,54,1960,604,1351
51031602,5,Kings Voting District,Campbell,2066,1615,384,13,3,15,36,808,338,463
51031702,5,Gladys Voting District,Campbell,3138,2283,751,23,4,7,70,1382,591,783
51031402,5,Court House Voting District,Campbell,4789,3997,619,62,24,6,81,2072,569,1483
51031201,5,Walker Voting District,Campbell,5278,4230,565,225,170,2,86,2290,686,1554
51033302,1,Chilesburg Voting District,Caroline,763,573,142,22,7,10,9,326,135,188
51033303,1,Woodford Voting District,Caroline,2484,1801,543,56,5,15,64,1137,585,545
51033301,1,Port Royal Voting District,Caroline,1581,1029,432,75,14,2,29,625,304,308
51033501,1,Mattaponi Voting District,Caroline,5668,2901,2290,194,35,20,228,2468,1628,825
51033402,1,Penola Voting District,Caroline,363,296,51,10,1,3,2,196,60,136
51033201,1,Madison Voting District,Caroline,8285,5862,1591,446,87,44,255,3547,1868,1640
51033101,1,Bowling Green Voting District,Caroline,4738,3320,1117,94,23,74,110,2239,954,1259
51033401,1,Reedy Church Voting District,Caroline,4663,2363,2131,62,16,21,70,2363,1629,716
51035501,9,Vaughn Voting District,Carroll,1046,1022,6,4,0,9,5,367,83,276
51035402,9,Woodlawn D Voting District,Carroll,3007,2821,42,114,4,7,19,1266,413,828
51035302,9,Sylvatus Voting District,Carroll,1338,1300,12,20,1,0,5,554,189,357
51035203,9,Gladesboro Voting District,Carroll,1676,1627,2,35,2,5,5,792,287,491
51035303,9,Dugspur Voting District,Carroll,723,705,0,13,1,0,4,326,70,242
51035301,9,Hillsville C Voting District,Carroll,3581,3455,16,77,18,3,12,1636,594,1008
51035401,9,Hillsville D Voting District,Carroll,841,814,2,21,0,2,2,322,130,188
51035502,9,Gladeville Voting District,Carroll,2244,2160,18,49,0,5,12,910,259,636
51035103,9,Lambsburg Voting District,Carroll,1055,1020,2,23,0,1,9,405,147,252
51035102,9,St Paul Voting District,Carroll,2096,2039,24,23,2,1,7,870,216,633
51035101,9,Mount Bethel Voting District,Carroll,1689,1590,17,56,1,1,24,545,186,347
51035104,9,Oakland A Voting District,Carroll,1394,1362,2,14,4,1,11,592,237,347
51035201,9,Hillsville B Voting District,Carroll,2941,2853,5,62,10,3,8,1365,491,841
51035503,9,Woodlawn E Voting District,Carroll,1304,1265,8,19,0,2,10,496,157,332
51035404,9,Fancy Gap Voting District,Carroll,886,854,0,23,3,0,6,436,137,290
51035504,9,Laurel Voting District,Carroll,1417,1375,10,21,0,5,6,579,150,416
51035202,9,Laurel Fork Voting District,Carroll,1143,1102,4,20,4,4,9,508,182,311
51035403,9,Oakland D Voting District,Carroll,1661,1456,7,182,6,0,10,580,181,392
51036301,3,Precinct 3-1,Charles City,2435,1010,1296,16,8,43,62,1481,993,476
51036201,3,Precinct 2-1,Charles City,2260,649,1124,49,8,345,85,1259,961,293
51036101,3,Precinct 1-1,Charles City,2561,1280,1091,23,13,107,47,1409,884,519
51037601,5,Aspen Voting District,Charlotte,746,528,201,7,1,1,8,389,162,221
51037401,5,Keysville Voting District,Charlotte,1804,1269,465,46,6,0,18,867,343,511
51037702,5,Saxe Voting District,Charlotte,1006,533,428,31,1,0,13,298,142,151
51037501,5,Cullen Voting District,Charlotte,1007,750,230,7,6,0,14,506,183,315
51037201,5,Red Oak Wylliesburg Voting District,Charlotte,1659,1064,528,41,1,1,24,860,384,468
51037101,5,County Seat Voting District,Charlotte,1921,1296,524,58,6,16,21,982,453,519
51037602,5,Phenix Voting District,Charlotte,952,715,218,3,2,4,10,523,170,347
51037302,5,Drakes Branch Voting District,Charlotte,1843,1220,560,24,0,5,34,802,341,458
